input_text,target_text,direction,source,confidence_score,input_length,target_length,word_count_input,word_count_target
Shiteatery,"A combination of stupidity, and that to a person or group of people’s actions",slang_to_standard,urban_dictionary_mega,0.0,10,77,1,14
Shiteatery,"I’ve had just about enough of the school’s [shiteatery].

[Sophie]’s constant sucking up to [the teacher] is just pure shiteatery.",slang_to_standard,urban_dictionary_mega,0.0,10,130,1,20
deviantism,"This is the religion of deviousness, they support the site and believe art is the number one thing in life",slang_to_standard,urban_dictionary_mega,0.0,10,106,1,20
deviantism,"No-one is quite sure of an example of this religion, as this it is one, supported by [the tribe] of the [deviants]. And not too much is known about them. The people of [Deviantism] are called deviants.",slang_to_standard,urban_dictionary_mega,0.0,10,201,1,37
Shweezee,and or,slang_to_standard,urban_dictionary_mega,0.0,8,6,1,2
Billie Eilish,A very talented who doesn’t need to be famous,slang_to_standard,urban_dictionary_mega,0.0,13,45,2,9
Billie Eilish,"Boy: did you hear that new [song it]’s [sooo] good
Girl: That’s [cuz] it’s by Billie Eilish",slang_to_standard,urban_dictionary_mega,0.0,13,92,2,17
Jersey Tilt,A hard single punch/ usually done by a or a prospect,slang_to_standard,urban_dictionary_mega,0.0,11,52,2,11
Jersey Tilt,[That man] [folded] from his Jersey Tilt.,slang_to_standard,urban_dictionary_mega,0.0,11,41,2,7
Legend,Someone who is the of,slang_to_standard,urban_dictionary_mega,0.0,6,21,1,5
Legend,[That kid] is so [up himself] he thinks he is such a [legend].,slang_to_standard,urban_dictionary_mega,0.0,6,62,1,13
Tiamane,The best and anyone that otherwhise is,slang_to_standard,urban_dictionary_mega,0.0,7,38,1,7
Bar elbow,"When you get a sore, , or a rash on your elbow from on a bar",slang_to_standard,urban_dictionary_mega,0.0,9,60,2,16
Boager,A is a mixture of and a cougar,slang_to_standard,urban_dictionary_mega,0.0,6,30,1,8
drigsbi,A that doesn’t,slang_to_standard,urban_dictionary_mega,0.0,7,14,1,3
Jurr,"Jurr is pure exelence of a person, definition of",slang_to_standard,urban_dictionary_mega,0.0,4,48,1,9
Jurr,"""Hey, Jurr, [whats] [the answer] for this [question]""
""Jeeiiga""
""Look at him, he is so handsom, he reminds me of Jurr""",slang_to_standard,urban_dictionary_mega,0.0,4,120,1,21
Pulling a Josh,"When you know what the negative of a situation will be, but decide to put yourself instead of avoid it",slang_to_standard,urban_dictionary_mega,0.0,14,102,3,20
Pulling a Josh,"1. Josh: ""I know water is going to make me throw up, but I'm going to drink it anyways.""
*30 minutes later*
Person: ""So did you throw up?""
Josh: ""Yes.""
Person: ""Way to [pull a Josh].""

2. Mark: ""I know I'm going to be fired if I ask my faggot b0ss for a raise, but I'm going to do it anyways.""
Jimbo: ""Stop [pulling a josh] and get real Mark. You can't do that.""

3. Player 1: ""I know I have to keep myself hidden from the Nazis, but this a perfect shot. I'm going to pull a Josh and kill this Jerry bastard!""
Tombstone: ""Player 1 has been gassed by [Mein Führer].""",slang_to_standard,urban_dictionary_mega,0.0,14,571,3,113
carrão,"a very , and",slang_to_standard,urban_dictionary_mega,0.0,6,12,1,4
TV Pilot,"TV - While the word was used back in the 1920s to describe a or a test , it’s called a pilot, since it marks the first time a show is on the air",slang_to_standard,urban_dictionary_mega,0.0,8,144,2,34
couch shit trap,the act of shitting between two and letting an person,slang_to_standard,urban_dictionary_mega,0.0,15,53,3,10
Frank,Frank: Frank is a bitch,slang_to_standard,urban_dictionary_mega,0.0,5,23,1,5
Tasty Sweet,A eaten to satisfy afternoon cravings during the,slang_to_standard,urban_dictionary_mega,0.0,11,48,2,8
Tasty Sweet,"[Christine]: What is that?

[Jerilynne]: It's a raspberry [crumble]

Christine: I just love tasty sweets",slang_to_standard,urban_dictionary_mega,0.0,11,104,2,15
Persoanal,Persoanal,slang_to_standard,urban_dictionary_mega,0.0,9,9,1,1
credit card it,"what you yell when you vigerously the side of your hand between someones cleavage, butcrack, crotch crack, or any other the body",slang_to_standard,urban_dictionary_mega,0.0,14,128,3,22
Antisocial band,"When you are unable to share a with your friend because a band produces their music with complex harmonies and effects, and one requires both for the music to make sense",slang_to_standard,urban_dictionary_mega,0.0,15,169,2,31
Antisocial band,"""Dude can i listen to your iPod too?"" *Sigh* ""I guess... but they are an [antisocial band], you need both [headphones]. here take the whole thing, it won't be the same if you don't""

Hot girl walks up: ""heeeey lets listen to music together!! <3"" you: ""i cant sorry it wouldnt make sense to you..."" her: ? ""ok whatever ill go hook up with tom, he has some [lil wayne], not your weird two side shit""",slang_to_standard,urban_dictionary_mega,0.0,15,397,2,76
JK all the way,"Short for, ""Just kidding, all the way""",slang_to_standard,urban_dictionary_mega,0.0,14,38,4,7
JK all the way,"""Hey, did you hear? [Jerry] just got hit by a car!""

""Oh my god, is he okay?""

""[Haha], [you fell for it]! JK all the way!""",slang_to_standard,urban_dictionary_mega,0.0,14,123,4,26
Back Strokin',"When you are with your hand reversed and on top of the penis, instead of below or",slang_to_standard,urban_dictionary_mega,0.0,13,81,2,17
"22,11,00","This is day of , the day of light and darkness, the son of water and fire",slang_to_standard,urban_dictionary_mega,0.0,8,73,1,17
"22,11,00","Steve: hey bro did he say he was born on 22,11,00?

[Roman]: ye bro this shit scary he might be [the chosen one]
Steve: let’s not [fuck with] him bro",slang_to_standard,urban_dictionary_mega,0.0,8,150,1,30
Lol,"[Kate]: what's da name of ur new catch?
Cindy: mark Sean
Kate: damn I know [dat dude]! lolhe is too skinny to be [a catch]",slang_to_standard,urban_dictionary_mega,0.0,3,124,1,25
erich,"""erich"" is a way of saying that someone is rich online",slang_to_standard,urban_dictionary_mega,0.0,5,54,1,11
Porn,Where all sites will be permanently & become illegall in,slang_to_standard,urban_dictionary_mega,0.0,4,56,1,10
Porn,"Porn is [devil’s Work], to drain your soul & [Sexual Energy]. Don’t be deceived. Porn is the main cause of [social anxiety].",slang_to_standard,urban_dictionary_mega,0.0,4,124,1,22
Bumping Depends,"Ethel just moved to the third floor of [Shady Acres] last week, but she's already [bumping depends] with Giuseppe in 304. I know because he offered her his tapioca today.

OR

I spent the weekend at the lake house with my family. I was [having a blast] until I walked in on my grandparents bumping depends.

OR

Andrew just turned 35 yesterday. I guess that means that he and Bradley are officially bumping depends now.",slang_to_standard,urban_dictionary_mega,0.0,15,419,2,75
Shit Shook,this happends when someone close and it vibrates any part of person,slang_to_standard,urban_dictionary_mega,0.0,10,67,2,12
Haggit,A term used somebody they look and,slang_to_standard,urban_dictionary_mega,0.0,6,34,1,7
Green Taquito,"The act of the ""Green Taquito"" is when a fat Mexican prostitute a bottle of and chokes while partaking in oral sex and pukes all over your dick, giving your genitals a green",slang_to_standard,urban_dictionary_mega,0.0,13,173,2,33
SARP,A shitty where it and disconnects on almost a daily,slang_to_standard,urban_dictionary_mega,0.0,4,51,1,10
SARP,[Man this] [server] is [acting] like SARP.,slang_to_standard,urban_dictionary_mega,0.0,4,42,1,7
Samantha Falzarano,Samantha Falzarano’s are an anomaly,slang_to_standard,urban_dictionary_mega,0.0,18,35,2,5
Samantha Falzarano,"[Falling in love], getting married and creating a family is as [euphoric] and full [filling] as meeting a Samantha Falzarano.",slang_to_standard,urban_dictionary_mega,0.0,18,125,2,20
Prostitute,[Ethan] [Baxter] is such a [prostitute].,slang_to_standard,urban_dictionary_mega,0.0,10,40,1,6
Runster,"Runster is a word that the beloved Hannah “” pronounces the word “Monster”,",slang_to_standard,urban_dictionary_mega,0.0,7,75,1,13
xyngaboism,"The belief that Xyngabo is of our """" and that the are the creators of the Xyngabo",slang_to_standard,urban_dictionary_mega,0.0,10,81,1,17
xyngaboism,[Xyngaboism] is the [belief] in the [Xyn] and the Xyngabo.,slang_to_standard,urban_dictionary_mega,0.0,10,58,1,10
two-bagger,"A woman who is *so* ugly, you'd put two over her head when having sex, in case one ripped or",slang_to_standard,urban_dictionary_mega,0.0,10,92,1,20
burk,"A sudden, disorienting change of during a conversation, resulting in among the other",slang_to_standard,urban_dictionary_mega,0.0,4,84,1,13
burk,"Mike: ""So, where did you go on vacation?""

Dave: ""My wife and I took [a cruise] to [Ensenada].""

Harry: ""I love that part of Mexico.""

Mike: ""Yeah, but how do you teach a cat to use the toilet.”

Harry & Dave: ""????""

Dave: ""Boy, that was a burk.""

Harry: ""Mike, you should [warn] people before you burk like that.""",slang_to_standard,urban_dictionary_mega,0.0,4,327,1,59
fruit bat,: noun: 1,slang_to_standard,urban_dictionary_mega,0.0,9,9,2,3
fruit bat,"1.

A: Look at [the fruit] tree!
B: No, that tree has been dead for awhile, those are definitely [fruit bats].

2.

A: I saw a rather [plump] man holding a peach and licking his fingers a bit too much.
B: Totally a fruit bat.",slang_to_standard,urban_dictionary_mega,0.0,9,227,2,45
Wele,video game wich you can play with !,slang_to_standard,urban_dictionary_mega,0.0,4,35,1,8
Wele,Wele is [cool],slang_to_standard,urban_dictionary_mega,0.0,4,14,1,3
scraper,Also in CA,slang_to_standard,urban_dictionary_mega,0.0,7,10,1,3
Mamali,Mamali is a name of a girl,slang_to_standard,urban_dictionary_mega,0.0,6,26,1,7
Mamali,"Mamali your [perfection] is [beyond] my [understanding]
Mamali I love you",slang_to_standard,urban_dictionary_mega,0.0,6,74,1,11
Peer Pressure,is the influence from members of one’s peer group,slang_to_standard,urban_dictionary_mega,0.0,13,49,2,9
Town Hall Face,A condition that arose during the 2009 Health Care Reform town hall meetings,slang_to_standard,urban_dictionary_mega,0.0,14,76,3,13
gabe itches,that is but also is a not,slang_to_standard,urban_dictionary_mega,0.0,11,25,2,7
NWAB,NWAB is an acronym for Never Win At Blackout referring to the mode in and the clan that goes by that name,slang_to_standard,urban_dictionary_mega,0.0,4,105,1,22
absinthe,"Known as Absinthe, , , Emerald wine 1) 70% alcohol drink with an active ingredient that makes absinthe so unique called Thujon",slang_to_standard,urban_dictionary_mega,0.0,8,126,1,22
absinthe,Usually drank according to an old ritual: a [sugar cube] is dipped in absinthe and then placed on a special spoon. The sugar is then lit on fire. Sugar drips into the drink through holes in the spoon. Cold water is then added and the drink is ready to drink. Also [drinkable] in shooter (strongest [absinth] ever is 90% and the weakest is 55% i think),slang_to_standard,urban_dictionary_mega,0.0,8,351,1,66
Remberizing,"Post-pregancy vocal of acts of """" and ""to """,slang_to_standard,urban_dictionary_mega,0.0,11,43,1,9
poo pusher,() who pushes,slang_to_standard,urban_dictionary_mega,0.0,10,13,2,3
poo pusher,[Kevin] is [the Dude's] poo pusher.,slang_to_standard,urban_dictionary_mega,0.0,10,35,2,6
carvell,jogper imbersile,slang_to_standard,urban_dictionary_mega,0.0,7,16,1,2
travun,Someone who smells if you know what ? Probably wears gymgear and watches anime,slang_to_standard,urban_dictionary_mega,0.0,6,78,1,14
six.mikes,"Well, you see",slang_to_standard,urban_dictionary_mega,0.0,9,13,1,3
Pill Clam,Pill is another term for generally the one in shaped case,slang_to_standard,urban_dictionary_mega,0.0,9,57,2,11
Pill Clam,"Hey [clair] you seem pretty active with men is it because of [the pill] clam????

you gotta take the pill clam so you can use your [bearded clam]!!!",slang_to_standard,urban_dictionary_mega,0.0,9,150,2,28
Mofoluke,A Mofoluke is a kind often person who is very mean and until you really get to meet her and know her she is very work and a person who never quits,slang_to_standard,urban_dictionary_mega,0.0,8,146,1,32
sneaky hat,"hat, also known just as sneaky hat, is a hat that one uses to cover one's private parts shortly after getting naked",slang_to_standard,urban_dictionary_mega,0.0,10,115,2,22
Rigel Santos,Rigel Santos is a wild animal usually of the asian kind,slang_to_standard,urban_dictionary_mega,0.0,12,55,2,11
Russell,Stupid fag synynom of down syndrome needs to wear glasses lips look like he drinks opposite of most definitions on here annoying doesnt know how to shut up unfunny stupid hated by everyone in the class idc if u,slang_to_standard,urban_dictionary_mega,0.0,7,210,1,39
FIFO,", fly out",slang_to_standard,urban_dictionary_mega,0.0,4,9,1,3
landbuca,"1. Oh NO!...he [landbuca'd]....quick...get some water, put him out!

2a. The landbuca is here!!!

[2b]. hahaha....he's such a landbuca!

[2c]. Lets go landbuca something!",slang_to_standard,urban_dictionary_mega,0.0,8,176,1,24
Kizz,Kizz is the type of gal that isn't afraid to tell you that you won't get of the school,slang_to_standard,urban_dictionary_mega,0.0,4,86,1,19
musk principle,If there are more horny for a dude than gay men then the dude in question is questionable,slang_to_standard,urban_dictionary_mega,0.0,14,89,2,18
Aveyard,"A strong English family name from North , UK",slang_to_standard,urban_dictionary_mega,0.0,7,44,1,9
Aveyard,"""He's got the [blood] of an Aveyard.""

- a man describing a recently witnessed [act] of [heroism].",slang_to_standard,urban_dictionary_mega,0.0,7,98,1,17
skidmarc,with on his,slang_to_standard,urban_dictionary_mega,0.0,8,11,1,3
diamond,Crystalized carbon,slang_to_standard,urban_dictionary_mega,0.0,7,18,1,2
diamond,"The Dresden Green, medium green, 41 [cts].

The Tiffany Yellow, yellow, 128 cts.

The Wittelsbach, medium blue, 35 cts.

Jennifer Lopez's pink diamond, 6 cts. 

The Amsterdam, black, 33 cts.

The Hope, dark blue, 45 cts.

The Allnatt, golden yellow, 101 cts.

The Star of South Africa, colorless, 47 cts.

The Pumpkin, orange, 5 cts.

The [Conde], pink, 9 carats.

The [De Beers], light yellow, 234 cts.

The Incomparable, brownish-yellow, 407 cts.

The Copengagen, blue, 51 cts.

The [Polar Star], colorless, 41 cts.

The Victoria-Transvaal, brownish-yellow, 67 cts.

The Millennium Star, colorless, 203 cts.

etc etc etc",slang_to_standard,urban_dictionary_mega,0.0,7,654,1,97
Izzybella,she’s so funny 😮 💨 🥵Also,slang_to_standard,urban_dictionary_mega,0.0,9,24,1,6
Izzybella,“[Omg] [izzybella] is [so funny] 😩”,slang_to_standard,urban_dictionary_mega,0.0,9,35,1,6
Cross over,Cross over Verb 1,slang_to_standard,urban_dictionary_mega,0.0,10,17,2,4
Cross over,"1. [Earthbound] spirits have not crossed over because they have some [unfinished business] / I often think about how it shall be when I [cross over] into the light.

2. Melinda is a medium who sees and speaks to [earthbound] spirits and crosses them over.",slang_to_standard,urban_dictionary_mega,0.0,10,257,2,45
Neil Young,A who removed his songs from because a whose political views are different than his was more popular than him,slang_to_standard,urban_dictionary_mega,0.0,10,109,2,20
Neil Young,Neil Young is [immature] and needs to grow the hell up. [Ditto] for [Joni Mitchell].,slang_to_standard,urban_dictionary_mega,0.0,10,84,2,15
e-couperating,from a involving,slang_to_standard,urban_dictionary_mega,0.0,13,16,1,3
unts ahts,"produced while , Generally not",slang_to_standard,urban_dictionary_mega,0.0,9,30,2,5
Meh,"Origin: Dialect (, Italy)",slang_to_standard,urban_dictionary_mega,0.0,3,25,1,4
TOMF,"An acronym for ""Top Of My Feed"" – meaning a post that you keep seeing at the top of your Facebook feed due to some in",slang_to_standard,urban_dictionary_mega,0.0,4,117,1,26
to kev,"something is the term of agreeing to an but then after 2 hours being late, won't come anyways",slang_to_standard,urban_dictionary_mega,0.0,6,93,2,18
lace face,is for Lacey-Beautiful-Facey and is usually with,slang_to_standard,urban_dictionary_mega,0.0,9,48,2,7
Bund/Boond,slang for,slang_to_standard,urban_dictionary_mega,0.0,10,9,1,2
Dear John Letter,up letter sent to a girl's significant other,slang_to_standard,urban_dictionary_mega,0.0,16,44,3,8
Dear John Letter,"She started [sleeping around] with other guys while her fiance was deployed to Afghanistan, so [she wrote] him a [Dear John letter] to break off the engagement.",slang_to_standard,urban_dictionary_mega,0.0,16,160,3,27
Trading V card,"Trading someone's to someone else, typically done as a joke or how many people you took card from",slang_to_standard,urban_dictionary_mega,0.0,14,97,3,18
Trading V card,"Person 1: OMG PERSON 2 HAS SO MANY V CARDS!?
Person 2: surprisingly yea, wanna trade some?
Person 3: I only have insert [random name's]...

Person 1: oh we are Trading V cards
[Person 4]: is that my [v card]... in someone else's hand...???",slang_to_standard,urban_dictionary_mega,0.0,14,242,3,44
Tweed,"A self-centered, arrogant, and/or generally narcissistic person who believes they are better than everyone else because of money, status, intelligence, or age even though they didn't have",slang_to_standard,urban_dictionary_mega,0.0,5,187,1,27
WWII,World War II,slang_to_standard,urban_dictionary_mega,0.0,4,12,1,3
WWII,WWII was [one of] the bloodiest conflicts in [history].,slang_to_standard,urban_dictionary_mega,0.0,4,55,1,9
the white stripes,the poorest excuse for music since,slang_to_standard,urban_dictionary_mega,0.0,17,34,3,6
dsw,[that bitch] is [such a] dsw,slang_to_standard,urban_dictionary_mega,0.0,3,28,1,6
stugots,"A term used to to say you , or a vulgar term along those lines",slang_to_standard,urban_dictionary_mega,0.0,7,62,1,15
stugots,"[Stugots] (as he slams his hand on the table)

That fucking [stugots] stole all my money!

Whack that stugots
also [on the boat] of [the sopranos], meaning this cock",slang_to_standard,urban_dictionary_mega,0.0,7,170,1,29
schmang bang,I usually and drunken orgy involving anywhere between 3 or more people,slang_to_standard,urban_dictionary_mega,0.0,12,70,2,12
schmang bang,[Let's get] [a bottle of Jack] because I'm ready to schmang bang this [weekend].,slang_to_standard,urban_dictionary_mega,0.0,12,80,2,14
Dirty Charl,"Sticking your own fingers in your ass and then off, and shouting ""who's a dirty """,slang_to_standard,urban_dictionary_mega,0.0,11,81,2,16
Pocky Pop,"When a box of is exposed to cold, or melts and becomes room temperature again, of often get stuck together, forming one massive hunk of Pocky, called a Pocky Pop",slang_to_standard,urban_dictionary_mega,0.0,9,161,2,30
Ded,is a against,slang_to_standard,urban_dictionary_mega,0.0,3,12,1,3
Foamer Hat,A is any type of hat (typically a baseball cap) that is worn by a transit enthusiast,slang_to_standard,urban_dictionary_mega,0.0,10,84,2,17
alyssa.rockk,alyssa.rockk is [the best person in the world] 🌎,slang_to_standard,urban_dictionary_mega,0.0,12,48,1,9
Jillaine,"A unique name, combination of Jill and Elaine, My mother's favorite Aunt",slang_to_standard,urban_dictionary_mega,0.0,8,72,1,12
Jillaine,"Jillaine spent many hours working on her project, it [turned out] great. She is a fierce friend, and loyal company, sometimes [Jillaine's] advice is hard to [swallow], but she only means well, she sees more than you can imagine.",slang_to_standard,urban_dictionary_mega,0.0,8,228,1,39
derrinique,The on earth,slang_to_standard,urban_dictionary_mega,0.0,10,12,1,3
Hop on knightfall a daring journey,is for having on your,slang_to_standard,urban_dictionary_mega,0.0,34,21,6,5
Swayvene,"Talented, smart, kind hearted",slang_to_standard,urban_dictionary_mega,0.0,8,29,1,4
Swayvene,"She is so [talented] and [genuine], wow she [must be] a Swayvene",slang_to_standard,urban_dictionary_mega,0.0,8,64,1,12
Brady,"Brady a athletic,polite,cute, and very funny and often a he love music and often has black or brown hair",slang_to_standard,urban_dictionary_mega,0.0,5,104,1,19
jcngseongs,the best to ever 😎,slang_to_standard,urban_dictionary_mega,0.0,10,18,1,5
jcngseongs,"['im] the best [jay] [stan] ever'
'no silly, jcngseongs is the bestest'🤕",slang_to_standard,urban_dictionary_mega,0.0,10,73,1,12
Sohaib,"hair boys, Or born-leader and hard to",slang_to_standard,urban_dictionary_mega,0.0,6,37,1,7
darlingnotfound,The best and for fans on Tiktok,slang_to_standard,urban_dictionary_mega,0.0,15,31,1,7
"Endicott, WA","The shittiest, smallest, most god awful, irritating place to ever have been founded",slang_to_standard,urban_dictionary_mega,0.0,12,83,2,13
Baruc,He es an deep and emotional great person who all the time is fighting with his emotions and ideas,slang_to_standard,urban_dictionary_mega,0.0,5,97,1,19
Baruc,"- Baruc is [so weird]!
- Maybe but someone to have!
- And hilarious!

- I [introduce] you like:

He can make good jokes to break [the silence]",slang_to_standard,urban_dictionary_mega,0.0,5,144,1,28
mahrusa,The one true love of,slang_to_standard,urban_dictionary_mega,0.0,7,20,1,5
mahrusa,[example] : “is that mahrusa” “oh [omg] she’s [so pretty]”,slang_to_standard,urban_dictionary_mega,0.0,7,58,1,10
tydetyme,A fucking dumbass with an of 0 and is by his wife,slang_to_standard,urban_dictionary_mega,0.0,8,49,1,12
Sonia,"Sonia is viewed by many as somebody who could very easily become a depressed , despite the fact that they are not russian",slang_to_standard,urban_dictionary_mega,0.0,5,121,1,23
Sonia,I could see Sonia becoming a [depressed] [russian] [novelist].,slang_to_standard,urban_dictionary_mega,0.0,5,62,1,9
Indian Snake Job,Named for its simalarities to sucking snake out of a bite,slang_to_standard,urban_dictionary_mega,0.0,16,57,3,11
IALAC,(Eye-uh-Lack) n,slang_to_standard,urban_dictionary_mega,0.0,5,15,1,2
IALAC,My IALAC is [torn] because Bobby called me a [bourgeois] [tomato head].,slang_to_standard,urban_dictionary_mega,0.0,5,71,1,12
Millered,"Beat or passed in a race, maybe even by",slang_to_standard,urban_dictionary_mega,0.0,8,39,1,9
grumpass,someone who is always and is,slang_to_standard,urban_dictionary_mega,0.0,8,28,1,6
Fatatude,attitude of a fat person,slang_to_standard,urban_dictionary_mega,0.0,8,24,1,5
Nam,[Omg] ! Nam is so [god],slang_to_standard,urban_dictionary_mega,0.0,3,23,1,6
meatshake,The of,slang_to_standard,urban_dictionary_mega,0.0,9,6,1,2
Abhay,Abhay is a kind of guy who puts his friends among all,slang_to_standard,urban_dictionary_mega,0.0,5,53,1,12
swayback,"of the spine, making the ass stick out in a feminine way, thus creating a in the front",slang_to_standard,urban_dictionary_mega,0.0,8,86,1,18
Misunderheard,When a person doesn't something because they didn't all of what was,slang_to_standard,urban_dictionary_mega,0.0,13,67,1,12
Misunderheard,"*loud music playing*
Amelia: hey let's go to the movie theater in [vestal].
Jill: OK we'll take my car.
Amelia: *talking to herself* I wish we were taking [Jill's] car.

*outside*

Amelia: too bad we aren't taking your car.
Jill: what do you mean? We are taking my car.
Amelia: oh,I must have misheard you so I misunderstood.
Jill: I think the word you are looking for is [misunderheard].
Amelia: probably.",slang_to_standard,urban_dictionary_mega,0.0,13,413,1,71
Bust This,When you want to get a loud point across,slang_to_standard,urban_dictionary_mega,0.0,9,40,2,9
Bust This,"This guy [insulted] me on the street the other day. So I [flipped] him off, and said Bust This [you dumb] ass!",slang_to_standard,urban_dictionary_mega,0.0,9,110,2,22
cos,"Internet contraction of the English ""because"", often used in or IM in order wordkeystroke conservation/word",slang_to_standard,urban_dictionary_mega,0.0,3,107,1,15
andurina,she is one she's a when it comes to games she is very nice and hot she calls everyone,slang_to_standard,urban_dictionary_mega,0.0,8,85,1,19
Rizzful,To be is someone who has good 'game' or chat' to of someone over,slang_to_standard,urban_dictionary_mega,0.0,7,64,1,14
windextor,"according to , windextor is the ghost that comes out of the bottle when in is set between mist and laser mode",slang_to_standard,urban_dictionary_mega,0.0,9,109,1,22
Why are you telling...,When are your ?,slang_to_standard,urban_dictionary_mega,0.0,22,15,4,4
Why are you telling...,"Fat bald [faggoot] ""Why are you telling... People to murder children?""

Hym ""Why aren't you talking about the targeted harassment? Is it because this is and always has been about turning me into the bad guy in [perpetuity] from now until I'm in a state of complete [subservience] and it has nothing to do with your child's safety and everything to do with making me feel inadequate because you know the second I figure out you're being preferentially selected for we are going to have a problem that only child murder can solve?""",slang_to_standard,urban_dictionary_mega,0.0,22,529,4,93
zeke.tard,"[Random dude]: you heard of zeke.tard?
me: yes he’s so [seggsy] I want him to give me [seggs] so bad like I would do anything to have his come down my throat.",slang_to_standard,urban_dictionary_mega,0.0,9,159,1,32
Mittolotophobia,The fear of losing aka someone who consider a but dated,slang_to_standard,urban_dictionary_mega,0.0,15,55,1,11
Mittolotophobia,"Mít: [Well I'm] [breaking up] [with you].
Rư: No OMG my Mittolotophobia is now real.",slang_to_standard,urban_dictionary_mega,0.0,15,85,1,15
cerrudo,cachupa,slang_to_standard,urban_dictionary_mega,0.0,7,7,1,1
Darlinson,"(Clue is in the name) just ! Someone who is very intelligent and possesses strong morale principles, may sometimes have their but do not underestimate them",slang_to_standard,urban_dictionary_mega,0.0,9,155,1,26
Boston’s Law,"Derived from ’s Law, Boston’s Law states that as an online argument with a grows longer and more , it becomes increasingly likely that they will bring up the fact that they have won five Superbowls",slang_to_standard,urban_dictionary_mega,0.0,12,197,2,36
Boston’s Law,"Person: “Bro, I bet the [Raiders] smoke y’all this year.""

[Patriots Fan]: “Fuck you, let me know when you have 5 Superbowl rings, I masturbate to Tom Brady, but use [my left hand] because my right is full on rings.”

Person: “Damn dude, I guess that’s why they call it Boston’s Law",slang_to_standard,urban_dictionary_mega,0.0,12,282,2,52
B-Town,short for are,slang_to_standard,urban_dictionary_mega,0.0,6,13,1,3
Bedewski,After a night of,slang_to_standard,urban_dictionary_mega,0.0,8,16,1,4
LeGagne,"Adjective; Something , , or cool, typically preformed in an way",slang_to_standard,urban_dictionary_mega,0.0,7,63,1,11
gator bark,When someone cuts a sharp fart in or,slang_to_standard,urban_dictionary_mega,0.0,10,36,2,8
Yukon Dew,"Yukon Dew is a mixed-drink, created by mixing equal parts whiskey and Mountain Dew soda",slang_to_standard,urban_dictionary_mega,0.0,9,87,2,15
Tharped Up!,"The act of being stupid, careless or just plain idiotic",slang_to_standard,urban_dictionary_mega,0.0,11,55,2,10
nirdle,"noun: to be used in awkward situations, much like the """" definition: noun describing an awkward//strange person (usually sarcastic) also can be an adverb- ""nirdly""",slang_to_standard,urban_dictionary_mega,0.0,6,163,1,25
nirdle,My [roommate] is a nirdle because she [dresses] up to [go to class].,slang_to_standard,urban_dictionary_mega,0.0,6,68,1,13
Action Rocker,A used to calling people from the,slang_to_standard,urban_dictionary_mega,0.0,13,33,2,7
Haneera,It is used to describe a who is smart at times and loving all the time,slang_to_standard,urban_dictionary_mega,0.0,7,70,1,16
Haneera,Me: [Damn] is that Haneera? [oof] she is [Hot],slang_to_standard,urban_dictionary_mega,0.0,7,46,1,9
deboobulate,to remove someones breasts either or when they are upper feminine,slang_to_standard,urban_dictionary_mega,0.0,11,65,1,11
Peutch,A word that can be effectively utilised to by replacing any other given a sentence,slang_to_standard,urban_dictionary_mega,0.0,6,82,1,15
Hansai,"A handsome man he is intelligent , kind,talented and goal oriented he is",slang_to_standard,urban_dictionary_mega,0.0,6,72,1,13
Emma,She is the most beautiful thing in the world,slang_to_standard,urban_dictionary_mega,0.0,4,44,1,9
Caney Creek,"A high school in , Texas often confused with High school",slang_to_standard,urban_dictionary_mega,0.0,11,56,2,11
Caney Creek,"Person 1: ""You went to [New Caney]?""
Person 2: ""No, Caney Creek [High school], it is in [Conroe].""",slang_to_standard,urban_dictionary_mega,0.0,11,99,2,18
IMail,"An ""IMail"" is an that is much longer than your standard or even one sentence message",slang_to_standard,urban_dictionary_mega,0.0,5,84,1,16
IMail,[Chatting] with [Steph] is so [annoying]. She's always replying with these loooong IMails!,slang_to_standard,urban_dictionary_mega,0.0,5,90,1,13
Karnezar,"One who is defined by seemingly out of nowhere, being a between two or more arguers, most likely to either end the argument or prove both persons wrong",slang_to_standard,urban_dictionary_mega,0.0,8,151,1,28
Dragonforce,a shitty power/speed metal band from england,slang_to_standard,urban_dictionary_mega,0.0,11,44,1,7
Dragonforce,"[dragonforce] fan: dragonforce kicks ass. i saw their show last night and it was so epic

me: and by epic, you mean 5 minutes of erratic, off tempo [power chords] repeated several times, with the two guitarists barely keeping up with the pace of the music, not able to play the solos on they recorded [in the studio] and heavily edited to make them sound at least slightly musical?",slang_to_standard,urban_dictionary_mega,0.0,11,381,1,69
trogdor,"With the 2003 release of music cd, took on new meaning thanks to the official Trogdor song",slang_to_standard,urban_dictionary_mega,0.0,7,90,1,17
bloat talk,Typical YouTube video where it is too long for content,slang_to_standard,urban_dictionary_mega,0.0,10,54,2,10
bloat talk,YouTube is becoming [99]% bloat talk [and 1]% creative [content].,slang_to_standard,urban_dictionary_mega,0.0,10,65,2,10
Bloody Osama,The act of with a woman who is on her period and then into her,slang_to_standard,urban_dictionary_mega,0.0,12,62,2,15
chrisshelly,chrisshelly is most girl in,slang_to_standard,urban_dictionary_mega,0.0,11,27,1,5
chrisshelly,[Chrisshelly] is [beutiful],slang_to_standard,urban_dictionary_mega,0.0,11,27,1,3
Lettuce,"The of a political , particularly as UK",slang_to_standard,urban_dictionary_mega,0.0,7,39,1,8
